season,date,home,opponent,location_text,result_text,cnu_pts,opp_pts,cnu_fgm,cnu_fga,cnu_orb,cnu_drb,cnu_trb,cnu_to,opp_fgm,opp_fga,opp_orb,opp_drb,opp_trb,opp_to,cnu_first_half,opp_first_half,ot,box_url,win,goal_reb,goal_to,goal_orb,goal_def30,goals_hit
2023-2024,2023-12-17,0,Wilson,"Chambersburg, Pa. (Gannet Field House)","Chris. Newport 68, Wilson 49",68,49,25,58,11,27,38,14,18,54,15,24,39,14,29,23,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum11.htm,1,0,0,0,1,1
2023-2024,2023-12-14,1,Va. Wesleyan,"Newport News, Va. (Freeman Center)","Va. Wesleyan 74, Chris. Newport 68",68,74,25,73,23,27,50,13,23,55,8,32,40,15,26,30,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum10.htm,0,1,1,1,0,3
2023-2024,2023-12-11,1,Averett,"Newport News, Va. (Freeman Center)","Chris. Newport 61, Averett 50",61,50,25,60,16,24,40,14,20,49,9,25,34,20,25,23,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum09.htm,1,1,1,1,1,4
2023-2024,2023-12-02,0,Mary Baldwin,"Staunton, Va. (Mary Baldwin PAC)","Chris. Newport 64, Mary Baldwin 61",64,61,23,55,21,28,49,15,24,61,11,19,30,10,35,33,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum08.htm,1,1,0,1,0,2
2023-2024,2023-11-26,1,Rowan,"Newport News, Va. (Freeman Center)","Chris. Newport 83, Rowan 73",83,73,30,67,19,31,50,14,25,84,28,27,55,13,43,29,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum07.htm,1,0,0,1,1,2
2023-2024,2023-11-25,1,Buffalo State,"Newport News, Va. (Freeman Center)","Chris. Newport 90, Buffalo State 54",90,54,34,76,28,43,71,21,18,67,12,23,35,16,40,20,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum06.htm,1,1,0,1,1,3
2023-2024,2023-11-18,1,Johns Hopkins,"Newport News, Va. (Freeman Center)","Chris. Newport 75, Johns Hopkins 73",75,73,31,64,11,21,32,6,27,60,14,23,37,12,35,40,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum05.htm,1,0,1,0,0,1
2023-2024,2023-11-15,1,Randolph-Macon,"Newport News, Va. (Freeman Center)","Chris. Newport 64, Randolph-Macon 54",64,54,24,48,10,28,38,13,21,56,9,20,29,8,23,24,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum04.htm,1,1,0,1,1,3
2023-2024,2023-11-11,0,Marietta,"Marietta, Ohio (Ban Johnson Arena)","Marietta 73, Chris. Newport 69",69,73,27,69,16,34,50,10,24,66,18,37,55,6,28,24,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum03.htm,0,0,0,0,1,1
2023-2024,2023-11-10,0,"Kenyon 0-2,0-0 NCAC","Marietta, Ohio (Ban Johnson Arena)","Chris. Newport 94, Kenyon 68",94,68,34,73,10,33,43,6,20,62,12,31,43,16,53,38,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum02.htm,1,0,1,0,0,1
2023-2024,2023-11-08,0,Hampden-Sydney,"Hampden-Sydney, VA. (Kirby Field House)","Hampden-Sydney 74, Chris. Newport 53",53,74,19,65,13,26,39,14,27,59,11,36,47,15,22,31,0,https://static.cnusports.com/custompages/mbball/Stats/2023-2024/23cnum01.htm,0,0,1,0,0,1
2024-2025,2025-03-08,1,Roanoke,"Newport News, Va. (Freeman Center)","Roanoke 77, Chris. Newport 75",75,77,22,59,14,27,41,8,29,69,15,27,42,10,34,46,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum29.htm,0,0,1,0,0,1
2024-2025,2025-03-07,1,John Jay,"Newport News, Va. (Freeman Center)","Chris. Newport 101, John Jay 75",101,75,40,78,19,31,50,9,23,59,12,27,39,15,48,44,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum28.htm,1,1,1,1,0,3
2024-2025,2025-03-01,1,Mary Washington,"Salisbury, Md. (Maggs Center)","Mary Washington 71, Chris. Newport 66",66,71,24,66,19,28,47,10,20,52,6,28,34,8,26,34,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum27.htm,0,1,0,1,0,2
2024-2025,2025-02-28,1,UC Santa Cruz,"Salisbury, Md. (Maggs Center)","Chris. Newport 84, UC Santa Cruz 78",84,78,24,58,10,33,43,10,26,63,9,26,35,16,35,37,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum26.htm,1,1,1,0,0,2
2024-2025,2025-02-22,0,Mary Washington,"Fredericksburg, Va. (Ron Rosner Arena)","Chris. Newport 72, Mary Washington 58",72,58,29,57,10,36,46,20,24,71,11,18,29,10,38,37,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum25.htm,1,1,0,0,0,1
2024-2025,2025-02-15,1,Mary Washington,"Newport News, Va. (Freeman Center)","Chris. Newport 71, Mary Washington 55",71,55,31,64,10,38,48,11,19,62,9,23,32,5,28,22,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum24.htm,1,1,0,0,1,2
2024-2025,2025-02-12,1,Salisbury,"Newport News, Va. (Freeman Center)","Chris. Newport 67, Salisbury 65",67,65,25,62,18,29,47,9,19,57,12,26,38,9,30,34,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum23.htm,1,1,0,1,0,2
2024-2025,2025-02-05,0,Salisbury,"Salisbury, Md. (Maggs Center)","Chris. Newport 81, Salisbury 69",81,69,32,62,11,32,43,15,27,65,7,21,28,10,47,41,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum22.htm,1,1,0,0,0,1
2024-2025,2025-02-01,1,UC Santa Cruz,"Newport News, Va. (Freeman Center)","Chris. Newport 76, UC Santa Cruz 57",76,57,27,61,9,34,43,13,23,67,12,26,38,15,38,28,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum21.htm,1,1,1,0,1,3
2024-2025,2025-01-26,0,Pfeiffer,"Misenheimer, N.C. (Merner Gym)","Chris. Newport 99, Pfeiffer 77",99,77,39,77,19,33,52,11,23,60,10,24,34,13,41,38,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum20.htm,1,1,1,1,0,3
2024-2025,2025-01-20,0,Cairn,"Langhorne, Pa. (Mason Center)","Chris. Newport 94, Cairn 72",94,72,35,66,10,25,35,10,24,59,9,22,31,16,36,42,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum19.htm,1,1,1,0,0,2
2024-2025,2025-01-15,0,Randolph-Macon,"Ashland, Va. (Crenshaw Gymnasium)","Randolph-Macon 77, Chris. Newport 72",72,77,30,52,10,25,35,14,26,62,14,16,30,5,34,36,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum18.htm,0,1,0,1,0,2
2024-2025,2025-01-08,0,Johns Hopkins,"Baltimore, Md. (Goldfarb Gymnasium)","Chris. Newport 85, Johns Hopkins 66",85,66,29,56,13,26,39,15,24,63,14,21,35,15,37,28,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum17.htm,1,1,0,1,1,3
2024-2025,2025-01-04,1,Emory,"Newport News, Va. (Freeman Center)","Chris. Newport 83, Emory 76",83,76,33,75,13,33,46,11,26,77,18,33,51,14,35,34,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum16.htm,1,0,1,0,0,1
2024-2025,2024-12-30,1,Berry,"Newport News, Va. (Freeman Center)","Chris. Newport 79, Berry 71",79,71,27,67,17,31,48,11,22,58,9,27,36,12,35,33,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum15.htm,1,1,1,1,0,3
2024-2025,2024-12-29,1,Misericordia,"Newport News, Va. (Freeman Center)","Chris. Newport 81, Misericordia 50",81,50,34,72,14,41,55,19,18,62,9,26,35,17,39,22,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum14.htm,1,1,0,0,1,2
2024-2025,2024-12-20,1,Elmhurst,"Charlotte, N.C. (Curry Arena)","Chris. Newport 82, Elmhurst 80",82,80,25,70,25,24,49,7,26,52,8,31,39,18,48,46,1,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum13.htm,1,1,1,1,0,3
2024-2025,2024-12-19,0,Wis.-Stevens Point,"Charlotte, N.C. (Curry Arena)","Wis.-Stevens Point 70, Chris. Newport 68",68,70,24,51,15,22,37,17,26,49,6,16,22,12,32,25,1,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum12.htm,0,1,0,1,1,3
2024-2025,2024-12-07,1,Mary Baldwin,"Newport News, Va. (Freeman Center)","Chris. Newport 96, Mary Baldwin 76",96,76,40,75,22,31,53,12,28,64,7,16,23,7,47,33,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum11.htm,1,1,0,1,0,2
2024-2025,2024-12-04,1,Marymount (VA),"Newport News, Va. (Freeman Center)","Chris. Newport 94, Marymount (VA) 76",94,76,36,59,8,28,36,17,20,50,5,18,23,11,37,36,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum10.htm,1,1,0,0,0,1
2024-2025,2024-12-01,1,Franklin & Marshall,"Newport News, Va. (Freeman Center)","Chris. Newport 72, Franklin & Marshall 64",72,64,26,53,6,31,37,13,25,55,5,29,34,14,32,32,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum09.htm,1,1,1,0,0,2
2024-2025,2024-11-30,1,Transylvania,"Newport News, Va. (Freeman Center)","Chris. Newport 81, Transylvania 61",81,61,34,75,19,23,42,8,21,50,9,23,32,17,40,26,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum08.htm,1,1,1,1,1,4
2024-2025,2024-11-25,0,Averett,"Danville, Va. (Grant Center)","Averett 80, Chris. Newport 65",65,80,20,56,10,26,36,14,27,56,10,28,38,11,33,33,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum07.htm,0,0,0,0,0,0
2024-2025,2024-11-23,1,Kean,"Newport News, Va. (Freeman Center)","Chris. Newport 77, Kean 63",77,63,30,65,16,36,52,15,23,65,8,21,29,9,40,32,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum06.htm,1,1,0,1,0,2
2024-2025,2024-11-19,1,Hampden-Sydney,"Newport News, Va. (Freeman Center)","Hampden-Sydney 74, Chris. Newport 71",71,74,27,67,17,30,47,14,24,59,11,31,42,13,25,33,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum05.htm,0,1,0,1,0,2
2024-2025,2024-11-16,1,Wilson,"Newport News, Va. (Freeman Center)","Chris. Newport 86, Wilson 69",86,69,34,66,16,41,57,20,20,68,11,22,33,14,43,32,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum04.htm,1,1,0,1,0,2
2024-2025,2024-11-13,0,Va. Wesleyan,"Virginia Beach, Va. (TowneBank Arena)","Chris. Newport 74, Va. Wesleyan 72 (OT)",74,72,26,72,16,35,51,13,24,68,11,33,44,14,26,32,1,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum03.htm,1,1,1,0,0,2
2024-2025,2024-11-10,0,N.C. Wesleyan,"Rocky Mount, N.C. (Everett Gymnasium)","Chris. Newport 85, N.C. Wesleyan 77",85,77,32,65,12,31,43,11,23,66,17,28,45,10,44,37,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum02.htm,1,0,0,0,0,0
2024-2025,2024-11-09,1,Greensboro,"Rocky Mount, N.C. (Everett Gymnasium)","Chris. Newport 78, Greensboro 61",78,61,27,61,18,16,34,9,21,44,8,18,26,22,41,38,0,https://static.cnusports.com/custompages/mbball/Stats/2024-2025/24cnum01.htm,1,1,1,1,0,3
